"GeneID" "MGI" "HumanEntrez" "MouseEntrez" "RatEntrez" "HumanName" "MouseName" "RatName" "Localisation" "Npmid"
"2493" 2493 "MGI:109176" 1376 12896 25413 "CPT2" "Cpt2" "Cpt2" "Postsynaptic" 3
"2494" 2494 "MGI:1920102" 153364 72852 365627 "MBLAC2" "Mblac2" "Mblac2" "Postsynaptic" 2
"2495" 2495 "MGI:106206" 8829 18186 246331 "NRP1" "Nrp1" "Nrp1" "Postsynaptic" 2
"2496" 2496 "MGI:2661187" 23336 233335 308709 "SYNM" "Synm" "Synm" "Postsynaptic" 2
"2497" 2497 "MGI:1919315" 57826 72065 302495 "RAP2C" "Rap2c" "Rap2c" "Postsynaptic" 3
"2498" 2498 "MGI:1351651" 10730 27377 114217 "YME1L1" "Yme1l1" "Yme1l1" "Postsynaptic" 2
"2499" 2499 "MGI:2176740" 113510 191578 360912 "HELQ" "Helq" "Helq" "Postsynaptic" 2
"2500" 2500 "MGI:1337131" 5980 19714 309812 "REV3L" "Rev3l" "Rev3l" "Postsynaptic" 2
"2501" 2501 "MGI:1922937" 79567 75687 291974 "FAM65A" "Fam65a" "Ripor1" "Postsynaptic" 2
"2502" 2502 "MGI:98086" 5430 20020 363633 "POLR2A" "Polr2a" "Polr2a" "Postsynaptic" 2
"2503" 2503 "MGI:1889575" 103 56417 81635 "ADAR" "Adar" "Adar" "Postsynaptic" 2
"2504" 2504 "MGI:97255" 4624 17888 29556 "MYH6" "Myh6" "Myh6" "Postsynaptic" 2
"2505" 2505 "MGI:2388479" 5525 226849 312754 "PPP2R5A" "Ppp2r5a" "Ppp2r5a" "Postsynaptic" 3
"2506" 2506 "MGI:1929945" 326624 58222 100364984 "RAB37" "Rab37" "Rab37" "Postsynaptic" 3
"2507" 2507 "MGI:95817" 2900 110637 24406 "GRIK4" "Grik4" "Grik4" "Postsynaptic" 2
"2508" 2508 "MGI:1338076" 3097 15273 29721 "HIVEP2" "Hivep2" "Hivep2" "Postsynaptic" 2
"2509" 2509 "MGI:2442995" 5932 225182 291787 "RBBP8" "Rbbp8" "Rbbp8" "Postsynaptic" 2
"2510" 2510 "MGI:1345185" 10178 23963 298168 "TENM1" "Tenm1" "Tenm1" "Postsynaptic" 2
"2511" 2511 "MGI:1927469" 26575 56533 308118 "RGS17" "Rgs17" "Rgs17" "Postsynaptic" 4
"2512" 2512 "MGI:109404" 4928 269966 81738 "NUP98" "Nup98" "Nup98" "Postsynaptic" 2
"2513" 2513 "MGI:2139083" 22995 99100 311391 "CEP152" "Cep152" "Cep152" "Postsynaptic" 2
"2514" 2514 "MGI:1201789" 6173 19982 292964 "RPL36A" "Rpl36a" "Rpl36a" "Postsynaptic" 2
"2515" 2515 "MGI:1913736" 26027 329910 100363074 "ACOT11" "Acot11" "Acot11" "Postsynaptic" 2
"2516" 2516 "MGI:2661364" 129807 241159 316642 "NEU4" "Neu4" "Neu4" "Postsynaptic" 2
"2517" 2517 "MGI:2444576" 9585 240641 309523 "KIF20B" "Kif20b" "Kif20b" "Postsynaptic" 2
"2518" 2518 "MGI:2443248" 23086 320051 315663 "EXPH5" "Exph5" "Exph5" "Postsynaptic" 2
"2519" 2519 "MGI:108104" 54861 20623 170837 "SNRK" "Snrk" "Snrk" "Postsynaptic" 2
"2520" 2520 "MGI:97891" 5981 19687 89809 "RFC1" "Rfc1" "Rfc1" "Postsynaptic" 2
"2521" 2521 "MGI:99892" 284217 16772 316758 "LAMA1" "Lama1" "Lama1" "Postsynaptic" 2
"2522" 2522 "MGI:99684" 6263 20192 170546 "RYR3" "Ryr3" "Ryr3" "Postsynaptic" 3
"2523" 2523 "MGI:1920590" 23467 73340 81005 "NPTXR" "Nptxr" "Nptxr" "Postsynaptic" 3
"2524" 2524 "MGI:2443088" 55698 231858 304299 "RADIL" "Radil" "Radil" "Postsynaptic" 3
"2525" 2525 "MGI:1933157" 23024 55983 312607 "PDZRN3" "Pdzrn3" "Pdzrn3" "Postsynaptic" 2
"2526" 2526 "MGI:97447" 5007 76303 365410 "OSBP" "Osbp" "Osbp" "Postsynaptic" 2
"2527" 2527 "MGI:105061" 1181 12724 29232 "CLCN2" "Clcn2" "Clcn2" "Postsynaptic" 2
"2528" 2528 "MGI:2442509" 139065 245446 302473 "SLITRK4" "Slitrk4" "Slitrk4" "Postsynaptic" 2
"2529" 2529 "MGI:2153072" 4591 68729 360592 "TRIM37" "Trim37" "Trim37" "Postsynaptic" 2
"2530" 2530 "MGI:1915121" 92399 67871 311903 "MRRF" "Mrrf" "Mrrf" "Postsynaptic" 2
"2531" 2531 "MGI:2669796" 349667 269295 311169 "RTN4RL2" "Rtn4rl2" "Rtn4rl2" "Postsynaptic" 2
"2532" 2532 "MGI:2151055" 26505 94218 301345 "CNNM3" "Cnnm3" "Cnnm3" "Postsynaptic" 2
"2533" 2533 "MGI:1201387" 51701 18099 497961 "NLK" "Nlk" "Nlk" "Postsynaptic" 2
"2534" 2534 "MGI:2140945" 23047 100710 304218 "PDS5B" "Pds5b" "Pds5b" "Postsynaptic" 2
"2535" 2535 "MGI:96995" 4297 214162 315606 "KMT2A" "Kmt2a" "Kmt2a" "Postsynaptic" 2
"2536" 2536 "MGI:2686277" 402665 210094 308557 "IGLON5" "Iglon5" "Iglon5" "Postsynaptic" 2
"2537" 2537 "MGI:1298393" 9644 14218 309460 "SH3PXD2A" "Sh3pxd2a" "Sh3pxd2a" "Postsynaptic" 2
"2538" 2538 "MGI:2685369" 2196 245827 65048 "FAT2" "Fat2" "Fat2" "Postsynaptic" 2
"2539" 2539 "MGI:3605549" 79747 215772 292477 "ADGB" "Adgb" "Adgb" "Postsynaptic" 2
"2540" 2540 "MGI:2652871" 80005 68813 305987 "DOCK5" "Dock5" "Dock5" "Postsynaptic" 2
"2541" 2541 "MGI:2158505" 161725 170711 309252 "OTUD7A" "Otud7a" "Otud7a" "Postsynaptic" 2
"2542" 2542 "MGI:95785" 2784 14695 60449 "GNB3" "Gnb3" "Gnb3" "Postsynaptic" 3
"2543" 2543 "MGI:1931523" 3024 80838 291145 "H1-1" "H1f1" "H1f1" "Postsynaptic" 3
"2544" 2544 "MGI:2384917" 80184 216274 314787 "CEP290" "Cep290" "Cep290" "Postsynaptic" 2
"2545" 2545 "MGI:88052" 338 238055 54225 "APOB" "Apob" "Apob" "Postsynaptic" 2
"2546" 2546 "MGI:1925343" 22832 382090 300880 "CEP162" "Cep162" "Cep162" "Postsynaptic" 2
"2547" 2547 "MGI:1915271" 670 68021 361239 "BPHL" "Bphl" "Bphl" "Postsynaptic" 3
"2548" 2548 "MGI:2179381" 10594 192159 287530 "PRPF8" "Prpf8" "Prpf8" "Postsynaptic" 3
"2549" 2549 "MGI:2151136" 53353 94217 311926 "LRP1B" "Lrp1b" "Lrp1b" "Postsynaptic" 2
"2550" 2550 "MGI:1919064" 23107 218506 361883 "MRPS27" "Mrps27" "Mrps27" "Postsynaptic" 2
"2551" 2551 "MGI:104541" 2639 270076 364975 "GCDH" "Gcdh" "Gcdh" "Postsynaptic" 2
"2552" 2552 "MGI:103022" 5649 19699 24718 "RELN" "Reln" "Reln" "Postsynaptic" 2
"2553" 2553 "MGI:1915365" 79568 68115 301418 "MAIP1" "Maip1" "Maip1" "Postsynaptic" 2
"2554" 2554 "MGI:2442988" 10565 211673 312915 "ARFGEF1" "Arfgef1" "Arfgef1" "Postsynaptic" 2
"2555" 2555 "MGI:1916977" 64854 69727 289584 "USP46" "Usp46" "Usp46" "Postsynaptic" 2
"2556" 2556 "MGI:104883" 5684 19167 29670 "PSMA3" "Psma3" "Psma3" "Postsynaptic" 3
"2557" 2557 "MGI:1098703" 6449 52551 64667 "SGTA" "Sgta" "Sgta" "Postsynaptic" 3
"2558" 2558 "MGI:2444286" 23140 195018 287476 "ZZEF1" "Zzef1" "Zzef1" "Postsynaptic" 2
"2559" 2559 "MGI:1918128" 64753 232664 362331 "CCDC136" "Ccdc136" "Ccdc136" "Postsynaptic" 2
"2560" 2560 "MGI:2685438" 8853 211914 362719 "ASAP2" "Asap2" "Asap2" "Postsynaptic" 2
"2561" 2561 "MGI:1095409" 84790 22146 300218 "TUBA1C" "Tuba1c" "Tuba1c" "Postsynaptic" 3
"2562" 2562 "MGI:2154244" 23129 67784 312652 "PLXND1" "Plxnd1" "Plxnd1" "Postsynaptic" 2
"2563" 2563 "MGI:98737" 7057 21825 445442 "THBS1" "Thbs1" "Thbs1" "Postsynaptic" 2
"2564" 2564 "MGI:2443065" 8540 228061 84114 "AGPS" "Agps" "Agps" "Postsynaptic" 2
"2565" 2565 "MGI:2444314" 120114 270120 191571 "FAT3" "Fat3" "Fat3" "Postsynaptic" 2
"2566" 2566 "MGI:95294" 1956 13649 24329 "EGFR" "Egfr" "Egfr" "Postsynaptic" 2
"2567" 2567 "MGI:107735" 4649 270163 171296 "MYO9A" "Myo9a" "Myo9a" "Postsynaptic" 2
"2568" 2568 "MGI:95617" 2558 110886 29707 "GABRA5" "Gabra5" "Gabra5" "Postsynaptic" 2
"2569" 2569 "MGI:1927197" 8036 56392 309548 "SHOC2" "Shoc2" "Shoc2" "Postsynaptic" 2
"2570" 2570 "MGI:1917547" 9648 70297 309798 "GCC2" "Gcc2" "Gcc2" "Postsynaptic" 2
"2571" 2571 "MGI:104975" 3556 16180 25466 "IL1RAP" "Il1rap" "Il1rap" "Postsynaptic" 2
"2572" 2572 "MGI:2153093" 1464 121021 81651 "CSPG4" "Cspg4" "Cspg4" "Postsynaptic" 2
"2573" 2573 "MGI:1918101" 54885 245638 315912 "TBC1D8B" "Tbc1d8b" "Tbc1d8b" "Postsynaptic" 2
"2574" 2574 "MGI:106248" 1984 276770 287444 "EIF5A" "Eif5a" "Eif5a" "Postsynaptic" 3
"2575" 2575 "MGI:2443333" 57795 240843 286895 "BRINP2" "Brinp2" "Brinp2" "Postsynaptic" 2
"2576" 2576 "MGI:2388637" 23286 211652 303039 "WWC1" "Wwc1" "Wwc1" "Postsynaptic" 2
"2577" 2577 "MGI:95767" 2768 14673 81663 "GNA12" "Gna12" "Gna12" "Postsynaptic" 2
"2578" 2578 "MGI:1919045" 26207 71795 498015 "PITPNC1" "Pitpnc1" "Pitpnc1" "Postsynaptic" 3
"2579" 2579 "MGI:1929288" 9069 64945 500000 "CLDN12" "Cldn12" "Cldn12" "Postsynaptic" 2
"2580" 2580 "MGI:1889006" 53822 57780 63848 "FXYD7" "Fxyd7" "Fxyd7" "Postsynaptic" 2
"2581" 2581 "MGI:2443011" 25777 223697 315135 "SUN2" "Sun2" "Sun2" "Postsynaptic" 2
"2582" 2582 "MGI:894315" 5908 215449 171337 "RAP1B" "Rap1b" "Rap1b" "Postsynaptic" 3
"2583" 2583 "MGI:1914121" 144402 66871 362988 "CPNE8" "Cpne8" "Cpne8" "Postsynaptic" 2
"2584" 2584 "MGI:102498" 4538 17719 26201 "MT-ND4" "mt-Nd4" "mt-Nd4" "Postsynaptic" 3
"2585" 2585 "MGI:1339713" 4622 17884 360543 "MYH4" "Myh4" "Myh4" "Postsynaptic" 2
"2586" 2586 "MGI:1917176" 8632 69926 287845 "DNAH17" "Dnah17" "Dnah17" "Postsynaptic" 2
"2587" 2587 "MGI:107718" 1767 110082 294854 "DNAH5" "Dnah5" "Dnah5" "Postsynaptic" 2
"2588" 2588 "MGI:1917848" 27145 70598 246776 "FILIP1" "Filip1" "Filip1" "Postsynaptic" 2
"2589" 2589 "MGI:2442521" 85459 319675 363018 "CEP295" "Cep295" "Cep295" "Postsynaptic" 2
"2590" 2590 "MGI:96688" 3861 16664 287701 "KRT14" "Krt14" "Krt14" "Postsynaptic" 2
"2591" 2591 "MGI:102499" 4537 17718 26199 "MT-ND3" "mt-Nd3" "mt-Nd3" "Postsynaptic" 2
"2592" 2592 "MGI:1328359" 5317 18772 304822 "PKP1" "Pkp1" "Pkp1" "Postsynaptic" 2
"2593" 2593 "MGI:1930136" 83449 56523 171414 "PMFBP1" "Pmfbp1" "Pmfbp1" "Postsynaptic" 2
"2594" 2594 "MGI:1917084" 339122 69834 500249 "RAB43" "Rab43" "Rab43" "Postsynaptic" 2
"2595" 2595 "MGI:2685570" 57477 208431 317391 "SHROOM4" "Shroom4" "Shroom4" "Postsynaptic" 2
"2596" 2596 "MGI:98378" 12 20717 24795 "SERPINA3" "Serpina3m" "Serpina3n" "Postsynaptic" 2
"2597" 2597 "MGI:1924859" 115948 77609 315465 "CCDC151" "Ccdc151" "Ccdc151" "Postsynaptic" 2
"2598" 2598 "MGI:88388" 1080 12638 24255 "CFTR" "Cftr" "Cftr" "Postsynaptic" 2
"2599" 2599 "MGI:1289263 " 339829 51938 310315 "CCDC39" "Ccdc39" "Ccdc39" "Postsynaptic" 2
"2600" 2600 "MGI:1916978" 84433 108723 100363332 "CARD11" "Card11" "Card11" "Postsynaptic" 2
"2601" 2601 "MGI:2444817" 57482 320827 289568 "CRACD" "Cracd" "Cracd" "Postsynaptic" 2
"2602" 2602 "MGI:1916912" 221545 69662 294231 "C6orf136" "2310061I04Rik" "RGD1302996" "Postsynaptic" 2
"2603" 2603 "MGI:95595" NA 14349 308568 NA "Fv1" "Fv1" "Postsynaptic" 2
"2604" 2604 "MGI:88056" 347 11815 25239 "APOD" "Apod" "Apod" "Postsynaptic" 2
"2605" 2605 "MGI:2140371" 9853 100213 684259 "RUSC2" "Rusc2" "Rusc2" "Postsynaptic" 2
"2606" 2606 "MGI:1328306" 4999 18393 301430 "ORC2" "Orc2" "Orc2" "Postsynaptic" 2
"2607" 2607 "MGI:1278328" 23549 13437 301529 "DNPEP" "Dnpep" "Dnpep" "Postsynaptic" 3
"2608" 2608 "MGI:2442071" 114928 245607 317405 "GPRASP2" "Gprasp2" "Gprasp2" "Postsynaptic" 2
"2609" 2609 "MGI:1919871" 51248 72621 302422 "PDZD11" "Pdzd11" "Pdzd11" "Postsynaptic" 2
"2610" 2610 "MGI:1858417" 29927 53421 80843 "SEC61A1" "Sec61a1" "Sec61a1" "Postsynaptic" 3
"2611" 2611 "MGI:1933118" 5224 56012 24959 "PGAM2" "Pgam2" "Pgam2" "Postsynaptic" 2
"2612" 2612 "MGI:2444921" 23780 239552 315111 "APOL2" "Apol8" "Apol2" "Postsynaptic" 2
"2613" 2613 "MGI:1917347" 23328 70097 365037 "SASH1" "Sash1" "Sash1" "Postsynaptic" 2
"2614" 2614 "MGI:2385906" 6687 234847 353231 "SPG7" "Spg7" "Spg7" "Postsynaptic" 2
"2615" 2615 "MGI:1891396" 55243 170643 310695 "KIRREL" "Kirrel" "Kirrel1" "Postsynaptic" 2
"2616" 2616 "MGI:1927851" 54329 64450 64020 "GPR85" "Gpr85" "Gpr85" "Postsynaptic" 2
"2617" 2617 "MGI:101912" 1603 13135 192275 "DAD1" "Dad1" "Dad1" "Postsynaptic" 2
"2618" 2618 "MGI:1922973" 154810 75723 315430 "AMOTL1" "Amotl1" "Amotl1" "Postsynaptic" 2
"2619" 2619 "MGI:2384891" 9028 214951 117025 "RHBDL1" "Rhbdl1" "Rhbdl1" "Postsynaptic" 2
"2620" 2620 "MGI:1312985" 8407 21346 304983 "TAGLN2" "Tagln2" "Tagln2" "Postsynaptic" 3
"2621" 2621 "MGI:1336199" 23368 21981 314465 "PPP1R13B" "Ppp1r13b" "Ppp1r13b" "Postsynaptic" 2
"2622" 2622 "MGI:1932075" 10554 55979 406165 "AGPAT1" "Agpat1" "Agpat1" "Postsynaptic" 3
"2623" 2623 "MGI:2153089" 51116 118451 362094 "MRPS2" "Mrps2" "Mrps2" "Postsynaptic" 2
"2624" 2624 "MGI:107502" 3007 14957 24438 "H1-3" "H1f3" "H1f6" "Postsynaptic" 2
"2625" 2625 "MGI:1920345" 284439 73095 689414 "SLC25A42" "Slc25a42" "Slc25a42" "Postsynaptic" 3
"2626" 2626 "MGI:97563" 5232 18663 316265 "PGK2" "Pgk2" "Pgk2" "Postsynaptic" 3
"2627" 2627 "MGI:1095734" 901 12452 29157 "CCNG2" "Ccng2" "Ccng2" "Postsynaptic" 2
"2628" 2628 "MGI:96257" 3339 15530 117511 "HSPG2" "Hspg2" "Hspg2" "Postsynaptic" 2
"2629" 2629 "MGI:1345280" 7781 22784 366568 "SLC30A3" "Slc30a3" "Slc30a3" "Postsynaptic" 3
"2630" 2630 "MGI:102519" 1471 13010 25307 "CST3" "Cst3" "Cst3" "Postsynaptic" 3
"2631" 2631 "MGI:2663511" 9185 194590 363466 "REPS2" "Reps2" "Reps2" "Postsynaptic" 2
"2632" 2632 "MGI:1930666" 25994 56295 140937 "HIGD1A" "Higd1a" "Higd1a" "Postsynaptic" 2
"2633" 2633 "MGI:1928138" 51649 64656 360594 "MRPS23" "Mrps23" "Mrps23" "Postsynaptic" 2
"2634" 2634 "MGI:96622" 3704 16434 311422 "ITPA" "Itpa" "Itpa" "Postsynaptic" 3
"2635" 2635 "MGI:2141866" 60626 101489 293614 "RIC8A" "Ric8a" "Ric8a" "Postsynaptic" 2
"2636" 2636 "MGI:1333795" 6731 66661 498351 "SRP72" "Srp72" "Srp72" "Postsynaptic" 2
"2637" 2637 "MGI:1316648" 79026 66395 191572 "AHNAK" "Ahnak" "Ahnak" "Postsynaptic" 2
"2638" 2638 "MGI:1924256" 65992 77006 296162 "DDRGK1" "Ddrgk1" "Ddrgk1" "Postsynaptic" 2
"2639" 2639 "MGI:97517" 5128 237459 314743 "CDK17" "Cdk17" "Cdk17" "Postsynaptic" 2
"2640" 2640 "MGI:1923741" 84836 76491 300983 "ABHD14B" "Abhd14b" "Abhd14b" "Postsynaptic" 2
"2641" 2641 "MGI:98512" 7343 21429 25574 "UBTF" "Ubtf" "Ubtf" "Postsynaptic" 2
"2642" 2642 "MGI:1352493" 9531 29810 293524 "BAG3" "Bag3" "Bag3" "Postsynaptic" 2
"2643" 2643 "MGI:2447427" 9392 73122 301373 "TGFBRAP1" "Tgfbrap1" "Tgfbrap1" "Postsynaptic" 2
"2644" 2644 "MGI:107683" 55558 18846 309280 "PLXNA3" "Plxna3" "Plxna3" "Postsynaptic" 2
"2645" 2645 "MGI:1915191" 51065 67941 681429 "RPS27L" "Rps27l" "Rps27l" "Postsynaptic" 3
"2646" 2646 "MGI:1914395" 10953 67145 311621 "TOMM34" "Tomm34" "Tomm34" "Postsynaptic" 2
"2647" 2647 "MGI:1916528" 29919 76482 291784 "RMC1" "Rmc1" "Rmc1" "Postsynaptic" 2
"2648" 2648 "MGI:1915009" 55848 67759 293888 "PLGRKT" "Plgrkt" "Plgrkt" "Postsynaptic" 2
"2649" 2649 "MGI:1913294" 92675 66044 362227 "DTD1" "Dtd1" "Dtd1" "Postsynaptic" 3
"2650" 2650 "MGI:2443511" 10479 236794 302863 "SLC9A6" "Slc9a6" "Slc9a6" "Postsynaptic" 2
"2651" 2651 "MGI:2448427" 8365 69386 679983 "H4C8" "H4c8" "Hist1h4a" "Postsynaptic" 2
"2652" 2652 "MGI:1261433" 2021 13804 362100 "ENDOG" "Endog" "Endog" "Postsynaptic" 2
"2653" 2653 "MGI:101834" 7283 103733 252921 "TUBG1" "Tubg1" "Tubg1" "Postsynaptic" 3
"2654" 2654 "MGI:1924197" 137682 76947 297821 "NDUFAF6" "Ndufaf6" "Ndufaf6" "Postsynaptic" 2
"2655" 2655 "MGI:1933548" 51412 83766 288563 "ACTL6B" "Actl6b" "Actl6b" "Postsynaptic" 3
"2656" 2656 "MGI:1928485" 23417 56690 85239 "MLYCD" "Mlycd" "Mlycd" "Postsynaptic" 2
"2657" 2657 "MGI:109495" 4783 18030 114519 "NFIL3" "Nfil3" "Nfil3" "Postsynaptic" 2
"2658" 2658 "MGI:1914264" 84864 67014 266670 "MINA" "Mina" "Riox2" "Postsynaptic" 2
"2659" 2659 "MGI:1914137" 83752 66887 291922 "LONP2" "Lonp2" "Lonp2" "Postsynaptic" 2
"2660" 2660 "MGI:2149010" 1794 94176 360509 "DOCK2" "Dock2" "Dock2" "Postsynaptic" 2
"2661" 2661 "MGI:1924290" 55054 77040 363278 "ATG16L1" "Atg16l1" "Atg16l1" "Postsynaptic" 2
"2662" 2662 "MGI:106419" 81533 71927 171083 "ITFG1" "Itfg1" "Itfg1" "Postsynaptic" 2
"2663" 2663 "MGI:1929264" 10055 56459 308384 "SAE1" "Sae1" "Sae1" "Postsynaptic" 3
"2664" 2664 "MGI:88283" 871 12406 29345 "SERPINH1" "Serpinh1" "Serpinh1" "Postsynaptic" 2
"2665" 2665 "MGI:1918041" 23438 70791 307491 "HARS2" "Hars2" "Hars2" "Postsynaptic" 2
"2666" 2666 "MGI:107588" 10804 14623 84403 "GJB6" "Gjb6" "Gjb6" "Postsynaptic" 2
"2667" 2667 "MGI:1354713" 2182 50790 113976 "ACSL4" "Acsl4" "Acsl4" "Postsynaptic" 2
"2668" 2668 "MGI:3617843" 89792 545276 499302 "GAL3ST3" "Gal3st3" "Gal3st3" "Postsynaptic" 2
"2669" 2669 "MGI:2445217" 63929 321003 685823 "XPNPEP3" "Xpnpep3" "Xpnpep3" "Postsynaptic" 2
"2670" 2670 "MGI:1915088" 51726 67838 360734 "DNAJB11" "Dnajb11" "Dnajb11" "Postsynaptic" 2
"2671" 2671 "MGI:3037658" 55506 404634 361844 "H2AFY2" "H2afy2" "Macroh2a2" "Postsynaptic" 3
"2672" 2672 "MGI:2446526" 126129 78070 308579 "CPT1C" "Cpt1c" "Cpt1c" "Postsynaptic" 3
"2673" 2673 "MGI:2444847" 135112 211329 498995 "NCOA7" "Ncoa7" "Ncoa7" "Postsynaptic" 2
"2674" 2674 "MGI:1915469" 11051 68219 291877 "NUDT21" "Nudt21" "Nudt21" "Postsynaptic" 3
"2675" 2675 "MGI:2139806" 23111 229285 295053 "SPART" "Spg20" "Spart" "Postsynaptic" 2
"2676" 2676 "MGI:1098802" 51755 69131 192350 "CDK12" "Cdk12" "Cdk12" "Postsynaptic" 2
"2677" 2677 "MGI:1920174" 54443 68743 363031 "ANLN" "Anln" "Anln" "Postsynaptic" 3
"2678" 2678 "MGI:1913096" 133746 57748 683593 "JMY" "Jmy" "Jmy" "Postsynaptic" 2
"2679" 2679 "MGI:1913699" 51025 66449 679907 "PAM16" "Pam16" "Pam16" "Postsynaptic" 2
"2680" 2680 "MGI:104890" 7178 22070 116646 "TPT1" "Tpt1" "Tpt1" "Postsynaptic" 3
"2681" 2681 "MGI:2385252" 79885 232232 297453 "HDAC11" "Hdac11" "Hdac11" "Postsynaptic" 2
"2682" 2682 "MGI:1915896" 133686 68646 365699 "NADK2" "Nadk2" "Nadk2" "Postsynaptic" 2
"2683" 2683 "MGI:2151054" 54805 94219 294014 "CNNM2" "Cnnm2" "Cnnm2" "Postsynaptic" 2
"2684" 2684 "MGI:1915388" 23281 77521 498136 "MTUS2" "Mtus2" "Mtus2" "Postsynaptic" 2
"2685" 2685 "MGI:2140651" 57648 97130 500552 "KIAA1522" "C77080" "RGD1561149" "Postsynaptic" 2
"2686" 2686 "MGI:893577" 6810 20909 81803 "STX4" "Stx4a" "Stx4" "Postsynaptic" 2
"2687" 2687 "MGI:1098233" 55364 16210 497198 "IMPACT" "Impact" "Impact" "Postsynaptic" 3
"2688" 2688 "MGI:2442167" 115704 213027 304201 "EVI5L" "Evi5l" "Evi5l" "Postsynaptic" 2
"2689" 2689 "MGI:99887" 5306 18738 29525 "PITPNA" "Pitpna" "Pitpna" "Postsynaptic" 3
"2690" 2690 "MGI:1932374" 59284 81904 140728 "CACNG7" "Cacng7" "Cacng7" "Postsynaptic" 2
"2691" 2691 "MGI:1916114" 29094 216551 360983 "LGALSL" "Lgalsl" "Lgalsl" "Postsynaptic" 3
"2692" 2692 "MGI:109244" 10507 20354 306790 "SEMA4D" "Sema4d" "Sema4d" "Postsynaptic" 2
"2693" 2693 "MGI:2443342" 80055 241062 316400 "PGAP1" "Pgap1" "Pgap1" "Postsynaptic" 3
"2694" 2694 "MGI:1347078" 2870 26385 59076 "GRK6" "Grk6" "Grk6" "Postsynaptic" 2
"2695" 2695 "MGI:2146407" 23355 209018 287990 "VPS8" "Vps8" "Vps8" "Postsynaptic" 2
"2696" 2696 "MGI:105082" 6745 107513 361233 "SSR1" "Ssr1" "Ssr1" "Postsynaptic" 2
"2697" 2697 "MGI:1935127" 6594 93761 317575 "SMARCA1" "Smarca1" "Smarca1" "Postsynaptic" 2
"2698" 2698 "MGI:1916428" 27131 69178 296199 "SNX5" "Snx5" "Snx5" "Postsynaptic" 2
"2699" 2699 "MGI:97143" 65108 17357 81520 "MARCKSL1" "Marcksl1" "Marcksl1" "Postsynaptic" 3
"2700" 2700 "MGI:1347059" 26063 26378 64461 "DECR2" "Decr2" "Decr2" "Postsynaptic" 2
"2701" 2701 "MGI:1332637" 394 11855 299012 "ARHGAP5" "Arhgap5" "Arhgap5" "Postsynaptic" 2
"2702" 2702 "MGI:1098824" 4957 18286 29479 "ODF2" "Odf2" "Odf2" "Postsynaptic" 2
"2703" 2703 "MGI:1922250" 23012 232533 691337 "STK38L" "Stk38l" "Stk38l" "Postsynaptic" 2
"2704" 2704 "MGI:103263" 23263 17207 117020 "MCF2L" "Mcf2l" "Mcf2l" "Postsynaptic" 2
"2705" 2705 "MGI:2684954" 11253 227619 499751 "MAN1B1" "Man1b1" "Man1b1" "Postsynaptic" 2
"2706" 2706 "MGI:2384909" 10367 216001 365567 "MICU1" "Micu1" "Micu1" "Postsynaptic" 2
"2707" 2707 "MGI:107169" 6727 20813 296076 "SRP14" "Srp14" "Srp14" "Postsynaptic" 2
"2708" 2708 "MGI:107619" 3269 15465 24448 "HRH1" "Hrh1" "Hrh1" "Postsynaptic" 2
"2709" 2709 "MGI:1914338" 23066 67088 192226 "CAND2" "Cand2" "Cand2" "Postsynaptic" 2
"2710" 2710 "MGI:1095401" 10247 15473 65151 "RIDA" "Rida" "Rida" "Postsynaptic" 3
"2711" 2711 "MGI:1913874" 9789 66624 293142 "SPCS2" "Spcs2" "Spcs2" "Postsynaptic" 2
"2712" 2712 "MGI:1194513" 5693 19173 29425 "PSMB5" "Psmb5" "Psmb5" "Postsynaptic" 3
"2713" 2713 "MGI:1915886" 81889 68636 302980 "FAHD1" "Fahd1" "Fahd1" "Postsynaptic" 3
"2714" 2714 "MGI:1346053" 3792 23925 297025 "KEL" "Kel" "Kel" "Postsynaptic" 2
"2715" 2715 "MGI:107796" 8574 110198 171445 "AKR7A2" "Akr7a5" "Akr7a2" "Postsynaptic" 3
"2716" 2716 "MGI:2443510" 6867 320165 306562 "TACC1" "Tacc1" "Tacc1" "Postsynaptic" 2
"2717" 2717 "MGI:1913863" 10026 329777 295543 "PIGK" "Pigk" "Pigk" "Postsynaptic" 2
"2718" 2718 "MGI:2685419" 55966 230959 687031 "AJAP1" "Ajap1" "Ajap1" "Postsynaptic" 2
"2719" 2719 "MGI:2667252" 23301 216565 305556 "EHBP1" "Ehbp1" "Ehbp1" "Postsynaptic" 2
"2720" 2720 "MGI:1336173" 5563 108079 78975 "PRKAA2" "Prkaa2" "Prkaa2" "Postsynaptic" 3
"2721" 2721 "MGI:1914868" 60496 67618 300328 "AASDHPPT" "Aasdhppt" "Aasdhppt" "Postsynaptic" 2
"2722" 2722 "MGI:2137896" 26036 98403 316312 "ZNF451" "Zfp451" "Zfp451" "Postsynaptic" 2
"2723" 2723 "MGI:96448" 3507 16019 NA "IGHM" "Ighm" NA "Postsynaptic" 2
"2724" 2724 "MGI:1916777" 64965 69527 301371 "MRPS9" "Mrps9" "Mrps9" "Postsynaptic" 2
"2725" 2725 "MGI:1926273" 6182 56282 303746 "MRPL12" "Mrpl12" "Mrpl12" "Postsynaptic" 3
"2726" 2726 "MGI:1921502" 55156 74252 294948 "ARMC1" "Armc1" "Armc1" "Postsynaptic" 2
